AtcoCode	CrsRef	Latitude	Longitude	StationName	StopType	TiplocRef	StationName2	NodeID
9100PULBRO	PUL	50.9573588938	-0.5165577283	Pulborough	RLY	PULBRO	Pulborough Rail Station	
9100PURFLET	PFL	51.4810133792	0.2367670185	Purfleet	RLY	PURFLET	Purfleet Rail Station	
9100PURLEY	PUR	51.3375787075	-0.114035374	Purley	RLY	PURLEY	Purley Rail Station	
9100PURLEYO	PUO	51.3470455076	-0.098856071	Purley Oaks	RLY	PURLEYO	Purley Oaks Rail Station	
9100PUTNEY	PUT	51.4613026295	-0.2164745358	Putney	RLY	PUTNEY	Putney Rail Station	
9400ZZLUPYB		51.4682616688	-0.2087307729	Putney Bridge Underground	MET		Putney Bridge Underground Station	
9100PWLHELI	PWL	52.8878344098	-4.4166975128	Pwllheli	RLY	PWLHELI	Pwllheli Rail Station	
9100PYECRNR	PYE	51.5814756202	-3.041212119	Pye Corner	RLY	PYECRNR	Pye Corner Rail Station	
9100PYLE	PYL	51.5257353074	-3.698052219	Pyle	RLY	PYLE	Pyle Rail Station	
9100QUAKRSY	QYD	51.6607253242	-3.3228004364	Quakers Yard	RLY	QUAKRSY	Quakers Yard Rail Station	
9400ZZLUQPS		51.5341577103	-0.2045735233	Queen's Park Underground	MET		Queen's Park Underground Station	
9100QUENBRO	QBR	51.4156369483	0.7496662007	Queenborough	RLY	QUENBRO	Queenborough Rail Station	
9400ZZNOQMC		52.942536218	-1.1837183376	Queens Medical Centre Tram Stop	MET		Queens Medical Centre Tram Stop	
9100QUNPARK	QPK	55.835304286	-4.2667499582	Queens Park (Glasgow)	RLY	QUNPARK	Queens Park (Glasgow) Rail Station	
9100QPRK	QPW	51.5339661708	-0.2049847769	Queens Park (London)	RLY	QPRK	Queens Park (London) Rail Station	
9400ZZMAQRD		53.5016922693	-2.2266551946	Queens Road (Manchester Metrolink)	MET		Queens Road (Manchester Metrolink)	
9100PCKHMQD	QRP	51.4735662223	-0.0573134908	Queens Road Peckham	RLY	PCKHMQD	Queens Road Peckham Rail Station	
9400ZZNOQWK		52.9427612024	-1.1503952261	Queens Walk Tram Stop	MET		Queens Walk Tram Stop	
9400ZZLUQBY		51.5941882997	-0.2862190125	Queensbury Underground	MET		Queensbury Underground Station	
		52.574968743	-0.2463543447	Queensgate, Peterborough	BCS	PBROBST	Queensgate, Peterborough	
9100QTRDBAT	QRB	51.4749678755	-0.1466781393	Queenstown Road (Battersea)	RLY	QTRDBAT	Queenstown Road (Battersea) Rail Station	
9400ZZLUQWY		51.5103115961	-0.1871515324	Queensway Underground	MET		Queensway Underground Station	
9100QNTRLDW	QUI	50.4040547575	-5.0284913441	Quintrell Downs	RLY	QNTRLDW	Quintrell Downs Rail Station	
9400ZZGCQWH		52.7404330057	-1.1879575134	Quorn & Woodhouse (Great Centralway)	MET		Quorn & Woodhouse (Great Central Railway)	
9400ZZMARAD		53.5621911926	-2.3215179516	Radcliffe (Manchester Metrolink)	MET		Radcliffe (Manchester Metrolink)	
9100RADNOT	RDF	52.9487853648	-1.0373279401	Radcliffe (Notts)	RLY	RADNOT	Radcliffe (Notts) Rail Station	
9400ZZNORDF		52.9695610723	-1.1736647301	Radford Road Tram Stop	MET		Radford Road Tram Stop	
9100RADLETT	RDT	51.685187984	-0.3172437011	Radlett	RLY	RADLETT	Radlett Rail Station	
9100RDLEY	RAD	51.6862059154	-1.2404820082	Radley	RLY	RDLEY	Radley Rail Station	
9100RADYR	RDR	51.5163227168	-3.2483528184	Radyr	RLY	RADYR	Radyr Rail Station	
9100RNFD	RNF	53.5171054793	-2.7894690543	Rainford	RLY	RNFD	Rainford Rail Station	
9100RAINHMK	RAI	51.3663059396	0.6113371947	Rainham (Kent)	RLY	RAINHMK	Rainham (Kent) Rail Station	
9100RNHAME	RNM	51.5167231168	0.1906335168	Rainham (London)	RLY	RNHAME	Rainham (London) Rail Station	
		51.3628683	0.6235796	Rainham East Junction	TPL	RAINHEJ	Rainham East Junction	2977198885
9100RAINHMK		51.3663059396	0.6113371947	Rainham Signal EK4157	TL3	RAINH57	Rainham Signal EK4157	
9100RHIL	RNH	53.4171216448	-2.7664002361	Rainhill	RLY	RHIL	Rainhill Rail Station	
9400ZZELRAM		53.6477866224	-2.3147717003	Ramsbottom (East Lancashireway)	MET		Ramsbottom (East Lancashire Railway)	
9100RAMSGTE	RAM	51.3408045177	1.4064671553	Ramsgate	RLY	RAMSGTE	Ramsgate Rail Station	
9100RMSWILP	RGW	53.7797759936	-2.4781352436	Ramsgreave & Wilpshire	RLY	RMSWILP	Ramsgreave & Wilpshire Rail Station	
9100RANNOCH	RAN	56.6860458578	-4.5768696112	Rannoch	RLY	RANNOCH	Rannoch Rail Station	
9100RAUCEBY	RAU	52.9852045369	-0.4566061272	Rauceby	RLY	RAUCEBY	Rauceby Rail Station	
9100RGLS	RAV	54.3557072339	-3.4088136827	Ravenglass	RLY	RGLS	Ravenglass Rail Station	
9400ZZRERVG		54.3558033625	-3.4082783863	Ravenglass (Ravenglassand Eskdaleway)	MET		Ravenglass (Ravenglassand Eskdale Railway)	
9100RBRN	RVB	51.4141883572	-0.0075567429	Ravensbourne	RLY	RBRN	Ravensbourne Rail Station	
9400ZZLURVP		51.4941219217	-0.2358806879	Ravenscourt Park Underground	MET		Ravenscourt Park Underground Station	
9100RTHP	RVN	53.6755249578	-1.6555788333	Ravensthorpe	RLY	RTHP	Ravensthorpe Rail Station	
9100RAWCLIF	RWC	53.6890413197	-0.9608631253	Rawcliffe	RLY	RAWCLIF	Rawcliffe Rail Station	
9400ZZELRAW		53.6985678112	-2.2907050567	Rawtenstall (East Lancashireway)	MET		Rawtenstall (East Lancashire Railway)	
9100RAYLEGH	RLG	51.5892932723	0.5999834799	Rayleigh	RLY	RAYLEGH	Rayleigh Rail Station	
9400ZZLURYL		51.57514697	-0.3711274279	Rayners Lane Underground	MET		Rayners Lane Underground Station	
9100RAYNSPK	RAY	51.4091734404	-0.2301507749	Raynes Park	RLY	RAYNSPK	Raynes Park Rail Station	
9100RDNG4AB	RDG	51.4587861429	-0.9718631822	Reading	RLY	RDNG4AB	Reading Rail Station	
9100RDNGSTN	RDG	51.4587860167	-0.9718487913	Reading	RLY	RDNGSTN	Reading Rail Station	
		51.4593708	-0.9837128	Reading Depot Entrance A	TPL	RDNGTCA	Reading Depot Entrance A	361128214
9100REDGWST	RDW	51.4555009768	-0.99012928	Reading West	RLY	REDGWST	Reading West Rail Station	
9400ZZLUWLA1	ZZLUWLA1	51.4581459547	-0.9716616605	Reading-buses	BCQ	RDNGBUS	Reading Rail Station-buses	
9100RCTRYRD	REC	51.5585023293	-0.0682668769	Rectory Road	RLY	RCTRYRD	Rectory Road Rail Station	
9100REDBDGE	RDB	50.9199394446	-1.4701597613	Redbridge (Hants)	RLY	REDBDGE	Redbridge (Hants) Rail Station	
9400ZZLURBG		51.5762433983	0.0453596401	Redbridge Underground	MET		Redbridge Underground Station	
9100REDCARC	RCC	54.6162265899	-1.0708675621	Redcar Central	RLY	REDCARC	Redcar Central Rail Station	
9100REDCARE	RCE	54.6092524414	-1.0522921733	Redcar East	RLY	REDCARE	Redcar East Rail Station	
9100REDISHN	RDN	53.4494114881	-2.156254966	Reddish North	RLY	REDISHN	Reddish North Rail Station	
9100REDISHS	RDS	53.4359254217	-2.1587643256	Reddish South	RLY	REDISHS	Reddish South Rail Station	
9100RDIT	RDC	52.3062809044	-1.9455429889	Redditch	RLY	RDIT	Redditch Rail Station	
9100REDHILL	RDH	51.2402011257	-0.1658998783	Redhill	RLY	REDHILL	Redhill Rail Station	
9100REDLAND	RDA	51.4683862336	-2.5991234231	Redland	RLY	REDLAND	Redland Rail Station	
9400ZZWDRED		54.3189931675	-1.9285431241	Redmire (Wensleydaleway)	MET		Redmire (Wensleydale Railway)	
9100REDRUTH	RED	50.2332533153	-5.2259153238	Redruth	RLY	REDRUTH	Redruth Rail Station	
9100RDHAMN	REE	52.5645037344	1.5596514012	Reedham (Norfolk)	RLY	RDHAMN	Reedham (Norfolk) Rail Station	
9100REEDHMS	RHM	51.3311196932	-0.1234157533	Reedham (Surrey)	RLY	REEDHMS	Reedham (Surrey) Rail Station	
9400ZZCRRVC		51.3752791995	-0.1064084155	Reeves Corner Tram Stop	MET		Reeves Corner Tram Stop	
9400ZZTWRGC		55.0117122896	-1.6220279383	Regent Centre (Tyne and Wear Metro)	MET	NWCSRC	Regent Centre (Tyne and Wear Metro Station)	
9400ZZLURGP		51.5233439341	-0.1464444955	Regent's Park Underground	MET		Regent's Park Underground Station	
9100REIGATE	REI	51.2419583877	-0.2038250585	Reigate	RLY	REIGATE	Reigate Rail Station	
9100RENTON	RTN	55.9704311783	-4.5861257083	Renton	RLY	RENTON	Renton Rail Station	
		52.0771243	-1.3272761	Reservoir Junction	TPL	BNBRRJN	Reservoir Junction  1852969785	
9100RTFD	RET	53.3151539474	-0.9478839791	Retford	RLY	RTFD	Retford Rail Station	
9100RTFDLL	REL	53.3140657654	-0.9447735903	Retford Low Level	RLY	RTFDLL	Retford Low Level Rail Station	
9400ZZVRRHF		52.3911564236	-3.9002365479	Rheidol Falls (Vale of Rheidolway)	MET		Rheidol Falls (Vale of Rheidol Railway)	
9100RHIWBNA	RHI	51.5211796713	-3.2139651199	Rhiwbina	RLY	RHIWBNA	Rhiwbina Rail Station	
9400ZZVRRWF		52.3836327308	-3.8696730187	Rhiwfron (Vale of Rheidolway)	MET		Rhiwfron (Vale of Rheidol Railway)	
9100RHOOSE	RIA	51.3870663865	-3.3493838803	Rhoose	RLY	RHOOSE	Rhoose Rail Station	
9100RHOSNGR	RHO	53.2348376564	-4.5066418801	Rhosneigr	RLY	RHOSNGR	Rhosneigr Rail Station	
9400ZZWHRDD		53.0509719908	-4.1324686781	Rhyd Ddu (Welsh Highland Rly-Caernarfon)	MET		Rhyd Ddu (Welsh Highland Rly-Caernarfon)	
9400ZZTLRHY		52.5995829103	-4.0473873056	Rhydyronen (Talyllynway)	MET		Rhydyronen (Talyllyn Railway)	
9100RHYL	RHL	53.3184223444	-3.4891052635	Rhyl	RLY	RHYL	Rhyl Rail Station	
9100RHYMNEY	RHY	51.7588374004	-3.2892983394	Rhymney	RLY	RHYMNEY	Rhymney Rail Station	
9100RIBLHED	RHD	54.2058447662	-2.3608557869	Ribblehead	RLY	RIBLHED	Ribblehead Rail Station	
9100RICELA	RIL	53.4577711419	-2.9623183852	Rice Lane	RLY	RICELA	Rice Lane Rail Station	
9100RICHMND	RMD	51.4630606232	-0.3015583482	Richmond (London)	RLY	RICHMND	Richmond (London) Rail Station	
3200YNA90284		54.4027596585	-1.7378317322	Richmond Market Place	BCT	DLTNRIM	Richmond Market Place	
9100RICHNLL	RMD	51.4631484145	-0.3014111293	Richmond NLLRail	RLY	RICHNLL	Richmond NLLRail Station	
9400ZZLURMD		51.4632372479	-0.3013358511	Richmond Underground	MET		Richmond Underground Station	
9100RCKMNSW	RIC	51.6402467745	-0.4732824467	Rickmansworth	RLY	RCKMNSW	Rickmansworth Rail Station	
9400ZZLURKW		51.6402072799	-0.4737028726	Rickmansworth Underground	MET		Rickmansworth Underground Station	
9100RDLSDWN	RDD	51.3324857941	-0.0993866248	Riddlesdown	RLY	RDLSDWN	Riddlesdown Rail Station	
9100RIDGMNT	RID	52.0264028463	-0.5945569496	Ridgmont	RLY	RIDGMNT	Ridgmont Rail Station	
9100RIDNGML	RDM	54.948735917	-1.9715549858	Riding Mill	RLY	RIDNGML	Riding Mill Rail Station	
		51.5308386	0.1044202	Ripple Lane West Yard	TPL	RPLLWYD	Ripple Lane West Yard	1541102945
9100RISCA	RCA	51.6058470504	-3.0922092919	Risca & Pontymister	RLY	RISCA	Risca & Pontymister Rail Station	
9100RISHTON	RIS	53.7638147706	-2.4201576701	Rishton	RLY	RISHTON	Rishton Rail Station	
9400ZZNORIV		52.9068758804	-1.1747684722	Rivergreen Tram Stop	MET		Rivergreen Tram Stop	
9100RBRTSBD	RBR	50.9849333455	0.4687825518	Robertsbridge	RLY	RBRTSBD	Robertsbridge Rail Station	
9400ZZLUWWL	ZZLUWWL	53.4858565535	-1.0090877587	Robin Hood Doncaster Sheffield Airport	GAT	DONCRHA	Robin Hood Doncaster Sheffield Airport	
9400ZZMARWD		53.3763005233	-2.2585312018	Robinswood Road (Manchester Metrolink)	MET		Robinswood Road (Manchester Metrolink)	
9100ROBY	ROB	53.4100413749	-2.8559335376	Roby	RLY	ROBY	Roby Rail Station	
9100RCHDALE	RCD	53.6103068438	-2.1535241465	Rochdale	RLY	RCHDALE	Rochdale Rail Station	
9400ZZMARIN		53.6173153542	-2.1553182932	Rochdale Interchange (Manchester Metrolink)	MET		Rochdale Interchange (Manchester Metrolink)	
9400ZZMARRS		53.6110067355	-2.1544486828	Rochdaleway (Manchester Metrolink)	MET		Rochdale Railway Station (Manchester Metrolink)	
9100RCHE	ROC	50.4185421428	-4.8301976144	Roche	RLY	RCHE	Roche Rail Station	
9100RCHT	RTR	51.3896520002	0.5068549342	Rochester	RLY	RCHT	Rochester Rail Station	
9100ROCHFD	RFD	51.5817286968	0.7023033529	Rochford	RLY	ROCHFD	Rochford Rail Station	
9100ROCKFRY	RFY	53.3726497441	-3.0108262712	Rock Ferry	RLY	ROCKFRY	Rock Ferry Rail Station	
9400ZZLURVY		51.6171986293	0.0436470723	Roding Valley Underground	MET		Roding Valley Underground Station	
9100ROGART	ROG	57.9887124737	-4.1581849472	Rogart	RLY	ROGART	Rogart Rail Station	
9100ROGRSTN	ROR	51.5956161802	-3.0666124889	Rogerstone	RLY	ROGRSTN	Rogerstone Rail Station	
9100ROLSTN	ROL	53.0652828965	-0.8996746998	Rolleston	RLY	ROLSTN	Rolleston Rail Station	
		51.4833483	-0.0386881	Rolt Street Junction	TPL	ROLTSTJ	Rolt Street Junction	1737140174
9400ZZKERLV		51.0646094951	0.6597903702	Rolvenden (KESR)	MET		Rolvenden Rail Station (KESR)	
9100ROMANBG	RMB	53.0444153394	-3.9216479488	Roman Bridge	RLY	ROMANBG	Roman Bridge Rail Station	
9100ROMFORD	RMF	51.5748290573	0.1832374395	Romford	RLY	ROMFORD	Romford Rail Station	
9100ROMILEY	RML	53.4140117534	-2.0893264826	Romiley	RLY	ROMILEY	Romiley Rail Station	
9400ZZRHRMS		50.959315397	0.9629613786	Romney Sands (RHDR)	MET		Romney Sands Station (RHDR)	
9400ZZRHRWH		50.9973545241	0.960467564	Romney Warren Halt (RHDR)	MET		Romney Warren Halt (RHDR)	
9100ROMSEY	ROM	50.9925289674	-1.4931434819	Romsey	RLY	ROMSEY	Romsey Rail Station	
9100ROOSE	ROO	54.1151650096	-3.1945686882	Roose	RLY	ROOSE	Roose Rail Station	
9400ZZMHROP		51.0875688433	-1.1023909187	Ropley (Mid-Hantsway)	MET		Ropley (Mid-Hants Railway)	
9100ROSG	RSG	53.78619349	-2.2827963685	Rose Grove	RLY	ROSG	Rose Grove Rail Station	
9100ROHL	RSH	53.3962233413	-2.0765214984	Rose Hill Marple	RLY	ROHL	Rose Hill Marple Rail Station	
9400ZZBPRSB		53.8875801141	-3.040375061	Rossall Beach (Blackpool Tramway)	MET		Rossall Beach (Blackpool Tramway)	
9400ZZBPRSC		53.8968188299	-3.03947846	Rossall School (Blackpool Tramway)	MET		Rossall School (Blackpool Tramway)	
9400ZZBPRSQ		53.9005998545	-3.0367110371	Rossall Square (Blackpool Tramway)	MET		Rossall Square (Blackpool Tramway)	
		53.108224	-2.9548221	Rossett Junction	TPL	RSSTTJN	Rossett Junction	2773690515
		52.253534	-6.3372177	Rosslare Harbour	FER	ROSLARE	Rosslare Harbour	2599007889
9100ROSYTH	ROS	56.0455170078	-3.4273060896	Rosyth	RLY	ROSYTH	Rosyth Rail Station	
9100ROTHCEN	RMC	53.4322531917	-1.3604345305	Rotherham Central	RLY	ROTHCEN	Rotherham Central Rail Station	
9100RTHERHI	ROE	51.5008165093	-0.0520484962	Rotherhithe	RLY	RTHERHI	Rotherhithe Rail Station	
9100RTHERI		51.5008165093	-0.0520484962	Rotherhithe	RLY		Rotherhithe Rail Station	
9300RAY		55.8384878783	-5.0542280893	Rothesay	FER	RSAY	Rothesay	
9400ZZGCRTH		52.704692502	-1.1599976767	Rothley (Great Centralway)	MET		Rothley (Great Central Railway)	
9100RGHTNRD	RNR	52.918019734	1.2997942245	Roughton Road	RLY	RGHTNRD	Roughton Road Rail Station	
9400ZZMARND		53.3925894853	-2.2891554885	Roundthorn (Manchester Metrolink)	MET		Roundthorn (Manchester Metrolink)	
9100RWLNDSC	RLN	50.8921723085	-0.957470663	Rowlands Castle	RLY	RWLNDSC	Rowlands Castle Rail Station	
9100ROWLEYR	ROW	52.4773257458	-2.0308749235	Rowley Regis	RLY	ROWLEYR	Rowley Regis Rail Station	
9400ZZPRRWS		53.1744239883	-1.6097376995	Rowsley South (Peak)	MET		Rowsley South (Peak Rail)	
9100ROYBDGE	RYB	56.8883640681	-4.8372420945	Roy Bridge	RLY	ROYBDGE	Roy Bridge Rail Station	
9400ZZDLRAL		51.508356537	0.0459347764	Royal Albert DLR	MET		Royal Albert DLR Station	
9400ZZNORYC		52.9552239589	-1.1521159375	Royal Centre Tram Stop	MET		Royal Centre Tram Stop	
		51.5189867	-0.1894043	Royal Oak Junction	TPL	ROYAOJN	Royal Oak Junction 242414696	
9400ZZLURYO		51.5191128906	-0.1887479358	Royal Oak Underground	MET		Royal Oak Underground Station	
9400ZZDLRVC		51.5093355958	0.0184966098	Royal Victoria DLR	MET		Royal Victoria DLR Station	
9100ROYDON	RYN	51.7754867387	0.036251791	Roydon	RLY	ROYDON	Roydon Rail Station	
9100ROYSTON	RYS	52.0530800814	-0.0269213961	Royston	RLY	ROYSTON	Royston Rail Station	
9100RUABON	RUA	52.9871348184	-3.0431385761	Ruabon	RLY	RUABON	Ruabon Rail Station	
9400ZZNORUD		52.9146803329	-1.1583209924	Ruddington Lane Tram Stop	MET		Ruddington Lane Tram Stop	
9100RUFDORD	RUF	53.6344631027	-2.8078412135	Rufford	RLY	RUFDORD	Rufford Rail Station	
9100RUGBY	RUG	52.3790944632	-1.2504843717	Rugby	RLY	RUGBY	Rugby Rail Station	
9100RUGLTWN	RGT	52.7543772573	-1.9368395487	Rugeley Town	RLY	RUGLTWN	Rugeley Town Rail Station	
9100RUGL	RGL	52.7696555446	-1.9298513683	Rugeley Trent Valley	RLY	RUGL	Rugeley Trent Valley Rail Station	
9400ZZLURSG		51.5607357307	-0.4107096678	Ruislip Gardens Underground	MET		Ruislip Gardens Underground Station	
9400ZZLURSM		51.5732024981	-0.4129734305	Ruislip Manor Underground	MET		Ruislip Manor Underground Station	
9400ZZLURSP		51.5713535647	-0.4218978026	Ruislip Underground	MET		Ruislip Underground Station	
9100RUNCORN	RUN	53.3386947275	-2.7392511412	Runcorn	RLY	RUNCORN	Runcorn Rail Station	
9100RUNCRNE	RUE	53.327568245	-2.6656974319	Runcorn East	RLY	RUNCRNE	Runcorn East Rail Station	
9100RSKNGTN	RKT	53.0414629136	-0.3807621058	Ruskington	RLY	RSKNGTN	Ruskington Rail Station	
9400ZZLURSQ		51.5230726063	-0.1242850128	Russell Square Underground	MET		Russell Square Underground Station	
9100RUSWARP	RUS	54.4701907348	-0.627771651	Ruswarp	RLY	RUSWARP	Ruswarp Rail Station	
9100RTHGLEN	RUT	55.8305924642	-4.2121041151	Rutherglen	RLY	RTHGLEN	Rutherglen Rail Station	
9100RYDE	RYD	50.7328683929	-1.1596160794	Ryde Esplanade	RLY	RYDE	Ryde Esplanade Rail Station	
9100RYDP	RYP	50.7391850418	-1.1601266229	Ryde Pier Head	RLY	RYDP	Ryde Pier Head Rail Station	
9100RYDS	RYR	50.7243661223	-1.156566324	Ryde St Johns Road	RLY	RYDS	Ryde St Johns Road Rail Station	
9100RYDRBRW	RRB	53.4565790411	-2.1730880053	Ryder Brow	RLY	RYDRBRW	Ryder Brow Rail Station	
9100RYEE	RYE	50.9523701655	0.7306951951	Rye	RLY	RYEE	Rye Rail Station	
9100RYEHOUS	RYH	51.7694129116	0.0056282529	Rye House	RLY	RYEHOUS	Rye House Rail Station	
9400ZZMASLE		53.4242337661	-2.3191360161	Sale (Manchester Metrolink)	MET		Sale (Manchester Metrolink)	
9400ZZMASWP		53.4282161297	-2.290827149	Sale Water Park (Manchester Metrolink)	MET		Sale Water Park (Manchester Metrolink)	
9100SLFDORD	SFD	53.4830832998	-2.2548406915	Salford Central	RLY	SLFDORD	Salford Central Rail Station	
9100SLFDCT	SLD	53.4865872847	-2.2757493009	Salford Crescent	RLY	SLFDCT	Salford Crescent Rail Station	
9400ZZMASQY		53.4702359235	-2.2839890069	Salford Quays (Manchester Metrolink)	MET		Salford Quays (Manchester Metrolink)	
9100SALFDS	SAF	51.2017479975	-0.1624891011	Salfords (Surrey)	RLY	SALFDS	Salfords (Surrey) Rail Station	
9100SALHOUS	SAH	52.6755750292	1.3914156162	Salhouse	RLY	SALHOUS	Salhouse Rail Station	
9100SLSBRY	SAL	51.0705483962	-1.8063867364	Salisbury	RLY	SLSBRY	Salisbury Rail Station	
9100SAIR	SAE	53.8384930758	-1.7904804103	Saltaire	RLY	SAIR	Saltaire Rail Station	
9100SASH	STS	50.4073566584	-4.2091125914	Saltash	RLY	SASH	Saltash Rail Station	
9100SBRN	SLB	54.5834513235	-0.974132892	Saltburn	RLY	SBRN	Saltburn Rail Station	
9100SLCT	SLT	55.6338822402	-4.7842903646	Saltcoats	RLY	SLCT	Saltcoats Rail Station	
9100SLTMRSH	SAM	53.7219244546	-0.8094856187	Saltmarshe	RLY	SLTMRSH	Saltmarshe Rail Station	
9100SALWICK	SLW	53.7815401734	-2.8170384689	Salwick	RLY	SALWICK	Salwick Rail Station	
9100SAMPCRT	SMC	50.7701003435	-3.9488910466	Sampford Courtenay	RLY	SAMPCRT	Sampford Courtenay Rail Station	
9400ZZDMSAM		50.7701093309	-3.9488914202	Sampford Courtenay (Dartmoorway)	MET		Sampford Courtenay Station (Dartmoor Railway)	
9100SABR	SNA	53.6630783226	-1.4814193772	Sandal & Agbrigg	RLY	SABR	Sandal & Agbrigg Rail Station	
9100SBCH	SDB	53.1501683173	-2.3935054506	Sandbach	RLY	SBCH	Sandbach Rail Station	
9100SDSD	SNR	51.3482832901	-0.0936782258	Sanderstead	RLY	SDSD	Sanderstead Rail Station	
9100SANDH	SDL	53.4299366909	-2.9914902529	Sandhills	RLY	SANDH	Sandhills Rail Station	
9100SNDHRST	SND	51.3469309045	-0.8045904872	Sandhurst	RLY	SNDHRST	Sandhurst Rail Station	
9400ZZBPMDN		53.8536129857	-3.051755123	Sandhurst Avenue (Blackpool Tramway)	MET		Sandhurst Avenue (Blackpool Tramway)	
9400ZZCRSAN		51.3750240892	-0.0780408669	Sandilands Tram Stop	MET		Sandilands Tram Stop	
9100SDLG	SDG	51.090370752	1.0660428915	Sandling	RLY	SDLG	Sandling Rail Station	
9100SNDOWN	SAN	50.6568713555	-1.1623872931	Sandown	RLY	SNDOWN	Sandown Rail Station	
9100SDPLACE	SDP	50.3867531775	-4.4644799491	Sandplace	RLY	SDPLACE	Sandplace Rail Station	
9100SNDWDUD	SAD	52.5086591817	-2.0115959497	Sandwell & Dudley	RLY	SNDWDUD	Sandwell & Dudley Rail Station	
9100SWCH	SDW	51.2699037233	1.3425682036	Sandwich	RLY	SWCH	Sandwich Rail Station	
9100SNDY	SDY	52.1247337474	-0.2811903713	Sandy	RLY	SNDY	Sandy Rail Station	
9100SANKEY	SNK	53.3924613935	-2.6504695847	Sankeyfor Penketh	RLY	SANKEY	Sankeyfor Penketh Rail Station	
9100SANQHAR	SQH	55.3701676417	-3.9245193169	Sanquhar	RLY	SANQHAR	Sanquhar Rail Station	
9100SARN	SRR	51.5387162912	-3.5899117468	Sarn	RLY	SARN	Sarn Rail Station	
9400ZZEDSAU		55.9323275791	-3.275442937	Saughton (Edinburgh Trams)	MET		Saughton (Edinburgh Trams)	
9100SDRSFOT	SDF	51.7220907152	-4.7165825041	Saundersfoot	RLY	SDRSFOT	Saundersfoot Rail Station	
9100SUNDRTN	SDR	51.6759027838	-0.8254684458	Saunderton	RLY	SUNDRTN	Saunderton Rail Station	
9100SBDGWTH	SAW	51.8143478524	0.1604111045	Sawbridgeworth	RLY	SBDGWTH	Sawbridgeworth Rail Station	
9100SAXILBY	SXY	53.267204476	-0.6640394924	Saxilby	RLY	SAXILBY	Saxilby Rail Station	
9100SXMNDHM	SAX	52.2148955568	1.4901650388	Saxmundham	RLY	SXMNDHM	Saxmundham Rail Station	
9100SCARBRO	SCA	54.2797918604	-0.405702983	Scarborough	RLY	SCARBRO	Scarborough Rail Station	
9100SCSCLDR	SCT	58.4829910006	-3.552049799	Scotscalder	RLY	SCSCLDR	Scotscalder Rail Station	
9100SCTSTNH	SCH	55.8851407205	-4.3528877888	Scotstounhill	RLY	SCTSTNH	Scotstounhill Rail Station	
9100SCNTHRP	SCU	53.5861753448	-0.6509803618	Scunthorpe	RLY	SCNTHRP	Scunthorpe Rail Station	
9100SEMILLS	SML	51.4799933749	-2.6499493085	Sea Mills	RLY	SEMILLS	Sea Mills Rail Station	
9100SEABURN	SEB	54.9295354487	-1.3866933108	Seaburn	RLY	SEABURN	Seaburn Rail Station	
9400ZZTWSBN		54.9293092309	-1.386384649	Seaburn (Tyne and Wear Metro)	MET		Seaburn (Tyne and Wear Metro Station)	
9100SEAFORD	SEF	50.7728437097	0.1001337534	Seaford	RLY	SEAFORD	Seaford Rail Station	
9100SFRTHAL	SFL	53.4662684337	-3.0056232439	Seaforth & Litherland	RLY	SFRTHAL	Seaforth & Litherland Rail Station	
9100SEAHAM	SEA	54.8390556045	-1.3463370807	Seaham	RLY	SEAHAM	Seaham Rail Station	
9100SEAMER	SEM	54.2407518896	-0.4170297638	Seamer	RLY	SEAMER	Seamer Rail Station	
		52.8663819	-2.1985442	Searchlight Lane Junction	TPL	SLIGHTJ	Searchlight Lane Junction	2577137961
9100SEASCAL	SSC	54.3958750815	-3.4845108079	Seascale	RLY	SEASCAL	Seascale Rail Station	
9100SETNCRW	SEC	54.658311562	-1.2004292131	Seaton Carew	RLY	SETNCRW	Seaton Carew Rail Station	
9400ZZSTSEA		50.7051559157	-3.0679557235	Seaton Terminus (Seaton Tramway)	MET		Seaton Terminus (Seaton Tramway)	
9100SEERGRN	SRG	51.6098447617	-0.6078184628	Seer Green	RLY	SEERGRN	Seer Green Rail Station	
9100SELBY	SBY	53.7827849638	-1.0637859003	Selby	RLY	SELBY	Selby Rail Station	
9100SELHRST	SRS	51.3919274416	-0.0882998975	Selhurst	RLY	SELHRST	Selhurst Rail Station	
9100SELAFLD	SEL	54.4165852611	-3.5104564794	Sellafield	RLY	SELAFLD	Sellafield Rail Station	
9100SELLING	SEG	51.2773550679	0.9408704045	Selling	RLY	SELLING	Selling Rail Station	
9100SELYOAK	SLY	52.4419819153	-1.9358142143	Selly Oak	RLY	SELYOAK	Selly Oak Rail Station	
9100SETTLE	SET	54.0669141517	-2.2807140153	Settle	RLY	SETTLE	Settle Rail Station	
9100SVNKNGS	SVK	51.564026227	0.0971002325	Seven Kings	RLY	SVNKNGS	Seven Kings Rail Station	
9100SEVNSIS	SVS	51.5822677074	-0.075270018	Seven Sisters	RLY	SEVNSIS	Seven Sisters Rail Station	
9400ZZLUSVS		51.5833296929	-0.0725836565	Seven Sisters Underground	MET		Seven Sisters Underground Station	
9100SVNOAKS	SEV	51.2768654233	0.1816690161	Sevenoaks	RLY	SVNOAKS	Sevenoaks Rail Station	
9100SVRNBCH	SVB	51.5600268065	-2.6644767242	Severn Beach	RLY	SVRNBCH	Severn Beach Rail Station	
